x_position	y_position	z_position
30.6394	-38.1501	53.7799
23.613	19.4154	-30.9865
4.18074	-52.6615	-30.6247
48.2847	23.8153	-51.8111
-49.9262	-17.8786	9.87045
11.9684	21.2127	-27.144
35.3482	-26.9248	-21.7145
-39.7262	61.9749	-63.4073
42.0799	-21.3983	-39.757
-8.02584	58.6416	53.6372
33.7957	25.473	-48.3209
23.7676	-14.7219	35.2864
56.5891	53.2668	46.433
-37.8435	37.7435	6.05629
43.4402	-13.3117	36.4464
38.3918	52.6899	-38.6744
-21.2641	34.2176	-28.2582
6.90428	-2.9118	16.6741
-17.3096	1.60835	57.7218
53.3672	17.4876	27.6292
-45.8221	13.6881	-61.7404
-32.7957	-46.5991	38.7923
-43.9458	-12.8731	-47.572
-50.1439	63.7727	-35.842
1.86454	43.4688	14.5903
-25.9451	17.6047	3.02425
-0.875486	60.5965	-26.5021
34.6104	3.24476	34.3301
-12.9715	50.1911	-27.8056
-18.9938	39.3024	53.4261
-55.1085	57.7363	3.37017
-53.1049	-39.3153	21.0271
49.9433	-19.5172	-55.59
-61.3727	-5.40509	-56.0733
-33.4707	60.2033	51.6516
44.8637	-29.9977	5.00024
-15.8561	33.3828	1.85278
21.3858	4.24917	-59.1584
-8.02806	55.0217	55.2887
28.4223	-27.7161	30.3351
18.1044	-18.5686	23.8154
-42.7814	-7.41757	48.7561
41.9897	-21.7302	-34.5051
50.1437	-19.3589	23.8338
58.3264	11.4264	20.2931
45.722	-7.96597	54.0395
-13.0218	40.4339	23.6783
52.575	-2.43617	-36.3285
57.6726	53.7917	-45.0508
48.7053	17.9581	-8.51095
15.2963	-28.1934	36.6645
-24.6322	-6.71883	-35.0091
-40.1321	-28.4731	7.00467
-10.8932	-42.0733	51.9018
-50.8035	-48.0029	-0.415859
33.2337	61.9751	55.8742
23.5292	-14.7907	32.0522
-17.0485	-26.4716	-34.128
10.8791	-32.5431	-44.5923
29.5722	-48.0938	37.6218
-43.1948	31.4585	-54.3157
57.7257	-57.4296	2.70955
-41.5394	-33.3058	37.9804
29.7213	20.057	59.6511
17.879	32.9975	-52.0958
-46.7928	2.48727	-53.8647
-55.1746	-37.7275	-4.9114
41.1335	9.47999	32.873
-57.2505	-43.897	-63.9261
-38.0989	49.9312	-47.764
63.779	-57.0076	47.4386
-54.7928	-63.5379	54.2649
12.1728	-40.8213	-43.2969
-14.1028	52.644	41.0161
-18.1957	6.779	10.2696
-6.03556	23.7302	-51.4991
3.84371	32.8115	-24.9707
63.1883	9.68907	48.2533
31.8053	16.6945	-59.3876
31.6232	42.8517	54.2876
47.6032	42.3745	61.536
31.2977	51.8378	61.7421
21.3067	-0.245387	-42.8232
42.2658	49.9078	-53.9232
19.0258	-32.0319	16.5998
-34.4486	25.6765	-23.4141
-21.6917	-34.2238	-54.3466
17.0816	-35.2915	19.5985
1.59092	60.2578	-27.9629
5.94734	28.1369	-49.3673
-3.50911	11.9961	56.7513
-6.22908	-20.9621	44.3331
-8.23098	-63.3995	-19.6564
12.6898	42.6104	-34.0045
22.5105	-2.10779	-2.29244
-25.1457	27.1876	-40.872
15.6962	-58.7601	-10.8398
25.0936	22.0655	17.6127
-19.5639	-40.5995	14.1265
16.2171	29.6038	-21.9926
30.5939	-38.1613	53.7475
23.6011	19.3536	-30.9586
4.19017	-52.6214	-30.6141
48.2779	23.8124	-51.7477
-49.9827	-17.9331	9.88847
11.9809	21.1772	-27.1799
35.3649	-26.8706	-21.684
-39.7309	61.967	-63.3624
42.1378	-21.3408	-39.7059
-7.99166	58.6203	53.6419
33.7598	25.4702	-48.2634
23.7633	-14.6728	35.3462
56.5487	53.2614	46.4688
-37.8094	37.7953	6.02526
43.4143	-13.2598	36.4988
38.4396	52.6897	-38.6647
-21.3073	34.1887	-28.2115
6.90331	-2.91645	16.7188
-17.3101	1.58162	57.6809
53.3908	17.5167	27.5831
-45.8089	13.6872	-61.6971
-32.767	-46.6403	38.7567
-43.946	-12.9215	-47.6183
-50.1618	63.7502	-35.7867
1.91686	43.4845	14.6335
-25.9043	17.6042	3.00313
-0.889013	60.6169	-26.4882
34.5796	3.20009	34.2754
-13.0217	50.21	-27.823
-19.0209	39.2808	53.3737
-55.1178	57.792	3.38086
-53.135	-39.295	21.0606
49.9417	-19.561	-55.541
-61.3566	-5.40282	-56.1107
-33.4633	60.1938	51.6938
44.8501	-30.0304	4.97797
-15.8267	33.4006	1.91485
21.3651	4.30005	-59.205
-8.03948	54.9583	55.3249
28.4574	-27.7425	30.2858
18.1512	-18.5403	23.7577
-42.7879	-7.3553	48.7827
41.9527	-21.7336	-34.4584
50.0918	-19.4102	23.8188
58.301	11.4465	20.3327
45.6749	-8.02338	53.9823
-13.0272	40.4699	23.7029
52.5677	-2.48491	-36.317
57.6826	53.7956	-45.0387
48.6876	17.9331	-8.46119
15.2933	-28.2357	36.6785
-24.6289	-6.70361	-34.9968
-40.1662	-28.4309	6.94964
-10.9446	-42.0191	51.8595
-50.8058	-48.0381	-0.374033
33.2069	61.9568	55.9226
23.5093	-14.7504	32.0726
-17.1078	-26.5027	-34.0924
10.8952	-32.5001	-44.6169
29.5365	-48.1325	37.6362
-43.2447	31.4809	-54.2795
57.7538	-57.468	2.69692
-41.563	-33.3142	37.946
29.7067	20.0612	59.6069
17.8861	32.9354	-52.1112
-46.8079	2.46236	-53.8344
-55.2053	-37.7084	-4.9047
41.1872	9.5038	32.9126
-57.2252	-43.9211	-63.9075
-38.1621	49.9354	-47.7199
63.7941	-56.9893	47.4409
-54.8055	-63.5555	54.2929
12.2114	-40.7986	-43.3413
-14.1626	52.5881	41.0398
-18.2357	6.79424	10.2952
-6.02687	23.6663	-51.5624
3.81878	32.781	-24.9508
63.2341	9.64826	48.233
31.8268	16.7431	-59.368
31.5993	42.901	54.2474
47.5594	42.375	61.5781
31.3202	51.8896	61.7026
21.2931	-0.219	-42.776
42.2718	49.9384	-53.8679
18.9917	-31.9773	16.6064
-34.3931	25.6758	-23.4073
-21.6355	-34.1854	-54.3063
17.0937	-35.2713	19.6619
1.64669	60.2353	-27.915
5.95876	28.1545	-49.3341
-3.47386	12.0339	56.7209
-6.21571	-20.9659	44.2905
-8.19313	-63.3528	-19.6086
12.7109	42.5992	-33.9902
22.5229	-2.08913	-2.28749
-25.1907	27.1977	-40.9318
15.7219	-58.7578	-10.7972
25.0955	22.0159	17.6114
-19.5626	-40.6573	14.1667
16.2024	29.6215	-21.9987
30.5483	-38.1724	53.7152
23.5892	19.2919	-30.9307
4.19959	-52.5814	-30.6035
48.271	23.8095	-51.6844
-50.0392	-17.9876	9.90649
11.9933	21.1417	-27.2158
35.3815	-26.8164	-21.6536
-39.7357	61.9592	-63.3176
42.1958	-21.2834	-39.6549
-7.95747	58.599	53.6466
33.7238	25.4673	-48.2058
23.7589	-14.6236	35.406
56.5082	53.256	46.5047
-37.7753	37.8471	5.99422
43.3883	-13.208	36.5512
38.4875	52.6895	-38.655
-21.3504	34.1597	-28.1648
6.90235	-2.92111	16.7635
-17.3106	1.55489	57.64
53.4144	17.5458	27.5369
-45.7957	13.6862	-61.6539
-32.7383	-46.6815	38.7211
-43.9462	-12.97	-47.6646
-50.1796	63.7278	-35.7314
1.96917	43.5001	14.6766
-25.8636	17.6037	2.982
-0.90254	60.6372	-26.4743
34.5487	3.15543	34.2207
-13.0719	50.2288	-27.8405
-19.048	39.2592	53.3214
-55.1271	57.8476	3.39155
-53.165	-39.2747	21.0941
49.9401	-19.6049	-55.4919
-61.3405	-5.40054	-56.1481
-33.456	60.1844	51.7361
44.8366	-30.0631	4.9557
-15.7974	33.4183	1.97692
21.3444	4.35093	-59.2516
-8.0509	54.895	55.3612
28.4925	-27.769	30.2364
18.198	-18.5121	23.7
-42.7945	-7.29304	48.8094
41.9157	-21.7369	-34.4117
50.0398	-19.4614	23.8038
58.2756	11.4666	20.3722
45.6277	-8.0808	53.9251
-13.0326	40.5058	23.7275
52.5604	-2.53364	-36.3055
57.6927	53.7994	-45.0265
48.6699	17.908	-8.41144
15.2903	-28.2779	36.6926
-24.6256	-6.6884	-34.9845
-40.2003	-28.3887	6.8946
-10.996	-41.9648	51.8172
-50.8082	-48.0732	-0.332206
33.1802	61.9385	55.9711
23.4894	-14.7101	32.0929
-17.1672	-26.5337	-34.0568
10.9113	-32.4571	-44.6415
29.5008	-48.1711	37.6506
-43.2946	31.5032	-54.2434
57.7819	-57.5063	2.68429
-41.5866	-33.3226	37.9115
29.692	20.0654	59.5627
17.8932	32.8732	-52.1265
-46.823	2.43746	-53.804
-55.2359	-37.6892	-4.89801
41.2409	9.5276	32.9523
-57.1998	-43.9452	-63.8888
-38.2253	49.9396	-47.6759
63.8093	-56.971	47.4433
-54.8182	-63.5732	54.3209
12.25	-40.7758	-43.3857
-14.2224	52.5322	41.0636
-18.2757	6.80947	10.3208
-6.01818	23.6025	-51.6257
3.79386	32.7505	-24.9309
63.2798	9.60746	48.2127
31.8482	16.7916	-59.3484
31.5754	42.9503	54.2072
47.5155	42.3754	61.6202
31.3427	51.9413	61.6631
21.2796	-0.192611	-42.7288
42.2779	49.969	-53.8125
18.9575	-31.9227	16.6129
-34.3376	25.6752	-23.4006
-21.5793	-34.147	-54.2661
17.1058	-35.2512	19.7253
1.70246	60.2128	-27.8671
5.97018	28.1722	-49.3009
-3.43861	12.0716	56.6906
-6.20234	-20.9697	44.2478
-8.15529	-63.306	-19.5609
12.7319	42.588	-33.9758
22.5353	-2.07048	-2.28254
-25.2357	27.2078	-40.9916
15.7476	-58.7555	-10.7547
25.0975	21.9663	17.6101
-19.5612	-40.7151	14.207
16.1876	29.6391	-22.0049
30.5027	-38.1835	53.6828
23.5773	19.2301	-30.9029
4.20901	-52.5413	-30.5929
48.2642	23.8066	-51.621
-50.0956	-18.0421	9.92452
12.0058	21.1062	-27.2516
35.3982	-26.7622	-21.6231
-39.7405	61.9513	-63.2727
42.2537	-21.2259	-39.6038
-7.92329	58.5777	53.6514
33.6879	25.4644	-48.1482
23.7546	-14.5744	35.4658
56.4677	53.2506	46.5406
-37.7412	37.899	5.96319
43.3624	-13.1561	36.6036
38.5353	52.6893	-38.6452
-21.3936	34.1308	-28.1181
6.90138	-2.92577	16.8081
-17.3111	1.52816	57.5991
53.4379	17.5749	27.4907
-45.7825	13.6853	-61.6106
-32.7096	-46.7227	38.6856
-43.9464	-13.0185	-47.711
-50.1975	63.7055	-35.6762
2.02149	43.5157	14.7197
-25.8229	17.6032	2.96087
-0.916065	60.6575	-26.4604
34.5179	3.11076	34.166
-13.1221	50.2476	-27.858
-19.0751	39.2376	53.2691
-55.1364	57.9032	3.40223
-53.195	-39.2544	21.1276
49.9385	-19.6488	-55.4429
-61.3244	-5.39826	-56.1855
-33.4486	60.1749	51.7783
44.8231	-30.0959	4.93343
-15.768	33.436	2.03899
21.3237	4.4018	-59.2982
-8.06232	54.8317	55.3974
28.5276	-27.7954	30.1871
18.2448	-18.4838	23.6423
-42.801	-7.23077	48.836
41.8787	-21.7403	-34.3649
49.9878	-19.5127	23.7889
58.2502	11.4867	20.4118
45.5806	-8.13821	53.868
-13.038	40.5418	23.7521
52.553	-2.58237	-36.294
57.7028	53.8033	-45.0143
48.6523	17.883	-8.36169
15.2873	-28.3202	36.7066
-24.6224	-6.67319	-34.9722
-40.2344	-28.3465	6.83957
-11.0473	-41.9106	51.7749
-50.8105	-48.1083	-0.290378
33.1534	61.9202	56.0195
23.4694	-14.6698	32.1133
-17.2265	-26.5648	-34.0212
10.9275	-32.4141	-44.666
29.4651	-48.2098	37.665
-43.3446	31.5255	-54.2072
57.81	-57.5447	2.67167
-41.6102	-33.3311	37.8771
29.6774	20.0696	59.5185
17.9003	32.8111	-52.1418
-46.8381	2.41255	-53.7736
-55.2666	-37.6701	-4.89132
41.2946	9.5514	32.992
-57.1745	-43.9693	-63.8701
-38.2886	49.9439	-47.6319
63.8246	-56.9528	47.4457
-54.831	-63.5908	54.3489
12.2887	-40.7531	-43.4302
-14.2822	52.4764	41.0874
-18.3157	6.82471	10.3465
-6.0095	23.5386	-51.6889
3.76893	32.72	-24.911
63.3256	9.56666	48.1924
31.8697	16.8401	-59.3287
31.5515	42.9996	54.167
47.4716	42.3758	61.6623
31.3652	51.9931	61.6235
21.2661	-0.16622	-42.6816
42.2839	49.9996	-53.7572
18.9233	-31.8681	16.6195
-34.2822	25.6745	-23.3938
-21.5232	-34.1087	-54.2259
17.1179	-35.231	19.7887
1.75823	60.1903	-27.8192
5.98159	28.1898	-49.2677
-3.40336	12.1094	56.6602
-6.18896	-20.9735	44.2052
-8.11744	-63.2593	-19.5132
12.753	42.5768	-33.9615
22.5477	-2.05182	-2.27758
-25.2807	27.2179	-41.0513
15.7734	-58.7532	-10.7121
25.0994	21.9168	17.6088
-19.5599	-40.7729	14.2472
16.1728	29.6567	-22.011
30.4572	-38.1946	53.6504
23.5653	19.1683	-30.875
4.21842	-52.5013	-30.5824
48.2574	23.8037	-51.5576
-50.1521	-18.0966	9.94254
12.0182	21.0707	-27.2875
35.4149	-26.708	-21.5927
-39.7452	61.9434	-63.2278
42.3116	-21.1684	-39.5527
-7.88911	58.5564	53.6561
33.652	25.4615	-48.0906
23.7503	-14.5252	35.5256
56.4273	53.2452	46.5764
-37.7071	37.9508	5.93215
43.3364	-13.1042	36.656
38.5832	52.6891	-38.6355
-21.4367	34.1018	-28.0715
6.90042	-2.93043	16.8528
-17.3116	1.50143	57.5583
53.4614	17.6041	27.4445
-45.7693	13.6843	-61.5673
-32.6809	-46.7639	38.65
-43.9466	-13.067	-47.7573
-50.2153	63.6831	-35.6209
2.07381	43.5313	14.7628
-25.7822	17.6027	2.93974
-0.92959	60.6779	-26.4465
34.4871	3.06609	34.1112
-13.1723	50.2665	-27.8754
-19.1022	39.216	53.2167
-55.1457	57.9588	3.41291
-53.225	-39.234	21.1611
49.9369	-19.6926	-55.3939
-61.3083	-5.39598	-56.2229
-33.4412	60.1654	51.8206
44.8096	-30.1286	4.91116
-15.7387	33.4538	2.10106
21.303	4.45267	-59.3447
-8.07374	54.7684	55.4337
28.5627	-27.8218	30.1378
18.2916	-18.4555	23.5846
-42.8075	-7.16851	48.8626
41.8417	-21.7437	-34.3182
49.9358	-19.5639	23.7739
58.2248	11.5068	20.4513
45.5335	-8.19562	53.8108
-13.0434	40.5777	23.7767
52.5457	-2.63111	-36.2825
57.7129	53.8071	-45.0022
48.6346	17.8579	-8.31194
15.2843	-28.3624	36.7207
-24.6191	-6.65799	-34.9598
-40.2685	-28.3043	6.78454
-11.0987	-41.8564	51.7326
-50.8129	-48.1435	-0.248548
33.1266	61.902	56.0679
23.4495	-14.6295	32.1337
-17.2859	-26.5958	-33.9855
10.9436	-32.3711	-44.6906
29.4294	-48.2484	37.6794
-43.3945	31.5479	-54.1711
57.8382	-57.583	2.65905
-41.6338	-33.3395	37.8427
29.6628	20.0738	59.4743
17.9074	32.749	-52.1571
-46.8532	2.38764	-53.7432
-55.2973	-37.6509	-4.88463
41.3483	9.5752	33.0316
-57.1491	-43.9934	-63.8515
-38.3518	49.9481	-47.5879
63.8398	-56.9345	47.448
-54.8437	-63.6085	54.3769
12.3273	-40.7303	-43.4746
-14.342	52.4205	41.1112
-18.3556	6.83996	10.3721
-6.00081	23.4748	-51.7522
3.74401	32.6895	-24.8911
63.3713	9.52586	48.1721
31.8911	16.8886	-59.3091
31.5276	43.0489	54.1269
47.4278	42.3762	61.7044
31.3876	52.0448	61.584
21.2526	-0.139826	-42.6344
42.29	50.0302	-53.7018
18.8891	-31.8135	16.6261
-34.2267	25.6738	-23.3871
-21.467	-34.0703	-54.1857
17.13	-35.2109	19.8521
1.81399	60.1679	-27.7712
5.99301	28.2074	-49.2345
-3.36811	12.1471	56.6299
-6.17559	-20.9772	44.1625
-8.07958	-63.2126	-19.4655
12.774	42.5656	-33.9472
22.5601	-2.03316	-2.27262
-25.3258	27.2281	-41.1111
15.7991	-58.7509	-10.6695
25.1013	21.8672	17.6075
-19.5586	-40.8307	14.2874
16.158	29.6743	-22.0171
30.4116	-38.2057	53.6181
23.5534	19.1066	-30.8472
4.22783	-52.4612	-30.5718
48.2505	23.8009	-51.4942
-50.2086	-18.1511	9.96057
12.0307	21.0352	-27.3234
35.4315	-26.6538	-21.5622
-39.75	61.9356	-63.1829
42.3696	-21.111	-39.5016
-7.85493	58.5351	53.6608
33.6161	25.4586	-48.033
23.746	-14.476	35.5854
56.3868	53.2398	46.6123
-37.673	38.0026	5.90112
43.3105	-13.0524	36.7084
38.631	52.6889	-38.6258
-21.4799	34.0728	-28.0248
6.89945	-2.93509	16.8975
-17.3121	1.4747	57.5174
53.485	17.6332	27.3984
-45.7562	13.6834	-61.5241
-32.6522	-46.8051	38.6144
-43.9468	-13.1155	-47.8036
-50.2331	63.6607	-35.5657
2.12613	43.5469	14.8059
-25.7415	17.6022	2.91862
-0.943112	60.6982	-26.4326
34.4562	3.02142	34.0565
-13.2225	50.2853	-27.8929
-19.1293	39.1944	53.1644
-55.155	58.0145	3.4236
-53.255	-39.2137	21.1946
49.9353	-19.7365	-55.3449
-61.2922	-5.3937	-56.2603
-33.4338	60.1559	51.8628
44.7961	-30.1613	4.88889
-15.7093	33.4715	2.16313
21.2823	4.50355	-59.3913
-8.08516	54.7051	55.4699
28.5978	-27.8483	30.0884
18.3384	-18.4272	23.527
-42.8141	-7.10624	48.8893
41.8046	-21.747	-34.2715
49.8838	-19.6151	23.7589
58.1994	11.5269	20.4908
45.4863	-8.25302	53.7536
-13.0488	40.6137	23.8013
52.5384	-2.67985	-36.271
57.7229	53.8109	-44.99
48.617	17.8329	-8.26218
15.2813	-28.4047	36.7347
-24.6158	-6.64278	-34.9475
-40.3026	-28.262	6.72951
-11.15	-41.8021	51.6903
-50.8152	-48.1786	-0.206717
33.0998	61.8837	56.1163
23.4296	-14.5892	32.1541
-17.3452	-26.6268	-33.9499
10.9598	-32.3281	-44.7152
29.3937	-48.287	37.6938
-43.4444	31.5702	-54.1349
57.8663	-57.6214	2.64643
-41.6574	-33.3479	37.8082
29.6482	20.0779	59.4302
17.9145	32.6868	-52.1725
-46.8683	2.36274	-53.7129
-55.3279	-37.6318	-4.87794
41.402	9.599	33.0713
-57.1237	-44.0175	-63.8328
-38.415	49.9523	-47.5439
63.855	-56.9162	47.4504
-54.8565	-63.6261	54.4048
12.3659	-40.7076	-43.519
-14.4017	52.3647	41.1349
-18.3956	6.8552	10.3977
-5.99212	23.4109	-51.8155
3.71909	32.659	-24.8712
63.4171	9.48507	48.1517
31.9126	16.9372	-59.2894
